cc_number|cc_expiry|cc_ccv|cc_card_type|client_id|token
6011532917435626|VISA 13 digit|146|Platinum|8750dd22-ba09-47f8-9c17-207c95ae526f|828a8a96e608f68e1cfca755ae641b0f10e9a2cb13992115d80a2152f65a5b03
3512343630649449|American Express|549|Gold|ffc1e6c2-10e2-4b12-a985-ccd3cd387e2c|3317d4cc8d6f698a0f9421e3f031f993042b93c5ca8e2cdc90d4918ac656a680
2720838678901354|VISA 13 digit|324|Gold|3ddff642-cbf0-4b5f-bbbf-8f0aaaf96783|5172c19d2371bc76ebac498070a18b1490648e234095d59363003f83a74fefee
6591013865305036|Diners Club / Carte Blanche|506|Platinum|f8846586-66b2-41ad-b349-dfa6a8efb170|ad3e9d4679fb73e1911e6a52d428b612f03dd381ceab2ff07474aa04bb69c12b
2465053300554311|JCB 16 digit|314|Platinum|9fe6aaa6-1757-4ac8-891c-ae8ffe0f151f|51ad12cc1ff764f5467849059f22a89a00761e432392b8019c2b328b144ceb82
6521109609273244|VISA 19 digit|871|Platinum|dfaf01fd-40b4-4b7b-afed-e53f2e4fc150|d90e3d1fa39351b2aa9bbb2e69143cd7aa8de59f3b077fdc9a92d4421da2f90c
3576156481651493|JCB 16 digit|0518|Platinum|9a829523-32fb-4471-a35c-61953f337e4b|16c85aa3c3d2eb35d9afe24e1f2780d964adfbfa9ee359b23e6791afd56050be
30017855464416|VISA 16 digit|3045|Platinum|dd7a7621-592d-4901-bfcf-8daaac8ebad6|c22eb8fcf36e78bbf4e7f4c97ddac2196178d1ae51c139c4db60dc816072140d
2282385259551018|JCB 16 digit|752|Gold|e12b7d9d-22b1-4e92-b25e-be6f1b1d7a1e|507af16ae1567f79b804a6739194d33e9fd8d71987730749f14f036d56f68a4d
374642711059540|VISA 19 digit|530|Classic|dbbc8ae7-040f-4a02-8c90-e7d6c04b9f59|57cca724d2b1bafd2a3c4aaee314c6c3d9179672c5f9bb02ff8cca47225a0f6d
4202189949529076|American Express|156|Classic|77906490-5211-4db3-a5c5-aa98561422e7|d02e5b19a3d01c6af832dfeee4e5bbaf17cdb4f870fb0368ed7cd3340d7faa23
376550861339463|American Express|692|Platinum|e7b082c0-10dc-4ac2-9c45-32f7843d4e2d|977fe9b8d74ac7121cf7a042719cabcd159fe9f34fe200cf4ec92a2bf8ea7a7d
30540116911628|VISA 16 digit|839|Platinum|88df8481-d93a-4b94-91bd-f6d8ce591f3f|720bc67ac613cb1c3219c074e633a8e99a296851d54278587074dd0dd83d69cb
180039013492194|VISA 16 digit|099|Platinum|c2a07457-56ab-41e0-8b6c-89d20c6dbe40|bd5df6ab7eff8835b8f6441c27fc4643b4087d0468280aff106b2ccc6f542a32
4123203719728671|VISA 19 digit|842|Gold|2896c0f8-e92b-4fc9-838a-9d3a10fe011c|7d23836136695f9607a57b2da403864ad765262c079661a57c3cab9fca563ff1
4533127253108012930|Diners Club / Carte Blanche|997|Junior|ead8b97c-0e5c-4648-91dc-8d8c1a9939f1|620f9014622f227f327730a21e3700ca3597c60d461f18ad0ba775bd77beb4de
501805915169|JCB 16 digit|288|Classic|ff47ce2e-4d20-4d08-a192-ab3bdf4fb7eb|84521d1e08d475260c61561d78efbd0a9bd68aea6a95782b7067c67d7555b101
213135588802121|Mastercard|191|Classic|a5b824df-09a2-4dcd-b756-f00c96646219|14cb0bcc325581b7ab8524690b036b2232de6606fe670ac3632ad43ec77c4c1c
213177841499766|JCB 16 digit|889|Gold|7fe70497-b414-493d-9713-030cfe8ba0a6|f84a82770592b4fc8b8da8b086c27989dc64064c055e1a9e5877aa4c69c3a411
2716149274596341|JCB 16 digit|973|Classic|9e5f41a6-6b22-4c2a-ac0d-5f3fda0c0976|386a32be65721c283ccb281ce1e72967ba07d7c850172b6ae6e1486999b766a4
6555727710574538|VISA 16 digit|002|Gold|52bbc845-bb75-45ff-8046-679fc4bacd69|837cd57038f48bd0d1d8cb4ee228be2a426e074039a7677cc5d082249f689ca0
4579188358558175|American Express|274|Platinum|364fc0e6-2d42-4f64-9a9b-d6f1e0e0c404|a31a5d54c43b0ede26b524c2e83cf6c09dc99768823116fb780cb4495fb6839b
3558837746525141|Maestro|480|Classic|c5af9299-ad33-42af-9035-2e625f2707dd|399bb66c5822e757a57269a2f2908b16a567f65ef7a13e7b481544bf13ddb443
4892428465015457|JCB 15 digit|754|Gold|1796ffe6-e9fb-4575-9c1f-55eca5a282ef|3443bd80f17e2ad255e2a23eb317a3faf5ac22da8729cdcec6c7f1138621e337
4678504506675|JCB 16 digit|277|Classic|75ed562c-6a2b-46c5-8d36-0c8e08c1b993|2a7764b2e7f675aa8b6363455b56de377ac987574205661ea2710bc581e8362e
4433655613824903|Maestro|107|Platinum|4c49ba66-b625-4821-86a6-6ad20c53e3ac|c63f083ccac58febbb0c8009431a888f93e0c982cacc4c02c3dae0827aef615e
3510444864431736|American Express|209|Platinum|530a1b4c-ea39-4ab8-90b9-e8f9010a1c99|80c1c8116b4d87f38f7361fd12b43fb9c4bd2ae7766274076de5c86749b95a3c
30584108781094|JCB 16 digit|984|Classic|6b1407ba-3fff-4dda-97f6-0548b367bc92|0716b6bcea67a1a91c9a02b8a2903b1dfbb302a115f09a779e3f3f928f878818
4957651844537527|VISA 19 digit|939|Gold|08fab684-8919-4b98-8bb5-6f62aa05b493|42432221547710655bac415c6ec8848f56feba491ee279625f821a8aecd46301
4788268992456|JCB 15 digit|184|Gold|c0d4d088-3ba9-43c0-ba48-dbd9847bce5b|5fbdc81bd31d4a9673d28c124abe5bd1ce74f882dbabdf1961a1f1c67aba7e72
6011793207819248|JCB 15 digit|685|Gold|0715ba5f-91b1-4f54-bef1-ce6982221998|3b3a0418a1a033f75df957e932a793d8ac8a0900bfba61acb09e651634ab9b33
4857666063178256808|VISA 19 digit|3379|Platinum|d31d9e40-389b-48d2-9fae-895125cd7659|a91a98114f6cfcfc59250f2ff1e177ec1c3d0de42ea22c56cfc5f3d7231c4765
4803487759179690|VISA 16 digit|380|Classic|e468c694-4ab0-44ad-89a2-be1b93ad4058|69772eb7074026119293371345e7b153832c6147ee6860a1e40f6fc72edd2479
675974982109|JCB 15 digit|1095|Gold|4687b327-2009-49ea-b9e6-86c3f58357ee|75722f1304fe44048aa3c04f5551a87bcc402cc2220cd810510f7010224ba0c6
2255449204862681|American Express|994|Platinum|ab6b6c35-34d6-4e5b-9441-a474334e0ae3|fad0fb574827026b69a44ff961c445dd55aef489bbbb654cf7dbebabd74be045
4256157187436697|Mastercard|743|Classic|f2fa40a3-f508-46c7-ad6a-c26d935fe90a|c49ab364807a8ee2e045ba9973d5dcca33d71cac63907ecc68b263b7f425196c
4125868727396568|JCB 15 digit|992|Classic|2a2e9583-f6b5-4041-ac97-ca25d9ccf390|4253fc64b990bace8b88aba0b3fd7405b2a4c00cf384faba699ca167e72959d7
4968624138188384760|JCB 15 digit|862|Classic|76da93e9-c5b7-4d63-be83-b0b21d656e81|5d787e3d04416ba5dee13233ec2cb0124d292450c920eb7b3587ebfcdd020692
4234655263243|JCB 15 digit|550|Platinum|9162f513-96fc-420d-847e-7d109e86cacc|091ca4ec221e46d55ce10b3288159bd92c714fb0023cb36972200afc4123fced
4163234978299949|Maestro|634|Gold|a91aebf9-6525-46fe-aed3-4a459c1a8057|78ce3c068dd732c30ac0e70bd6f649d80a31524e8dc074c30a13f2549726f7ea
30077226895128|VISA 19 digit|103|Platinum|a50482a2-bde2-4226-9341-c65598849c5a|6c5b6fb4427ba995b7322d1cedfc373f16deef41f102883ba64b611119c99f5b
2360361479082139|JCB 16 digit|505|Platinum|87386b87-503e-4c0e-829c-55c0fc6eca2d|e0601bf558fcd5b8b7434fb68ced68a34a5745b987fc1de6e939fe01310e850f
3517288948170627|VISA 16 digit|028|Platinum|560a5cf8-789e-4f7f-9902-b924f7fc7de1|d9209ce72f1e3cc7180e94a76b10173318683a821c85a014614cc01f7bb64fb2
4021424383083|JCB 16 digit|688|Gold|2d23864c-6f37-45fe-9a74-14982f202071|f0ccf05a969ff6b5aead72824377de78ee424c7048b59607d21127ecb289d5f1
6011720147701368|VISA 13 digit|471|Platinum|2af4a119-e0be-4be2-bbbc-13e3f70d88c5|0447762b9cc2d5ef7a10f88164a094c41d346f2834de9b6bf0476336575fc54c
6011377896941727|Maestro|410|Gold|dc8366ff-cff3-49b6-b936-ae6dfee7dc92|c83405f03d11648bb1fcf467bcc467daeef5d1d4d49f69ba6d14e3c355c1bbe9
4460380529319615696|American Express|225|Gold|359d4e4e-526c-486f-b867-de64ca57a311|fcaa40799fcf68fc18a88dbdcce247eeb3933a30d368668151dc372be8f7581c
4018229294561896|Mastercard|032|Classic|1b669900-a398-42b5-8e37-aa483cbe3fe0|42423824888959a4f79648ccdd5d54e63457c4c56d56e3eac7dda568e8685166
060449231038|Maestro|391|Gold|b2730527-3eaf-49c2-b341-4da604284aef|a5d87d7a784e5f66e66bd62ffa2bbb4d74e658fd7f0b5977acade385ae89ddac
501820212881|American Express|773|Gold|46fb12cf-b24d-4e5f-a34b-4d34e8eb03c7|02ee5576e07ec8fcc6b5cd282f2c181081b5a181f23c2843d1ab0df42aab91f9
4219702763451986|Discover|116|Gold|db6f9546-e2c8-4e4c-af7b-320a441f8740|ae8e56143132f78ff4aa519c5671b5369ca93bea787127800ad3d25da4f23b7b
3529148463980733|Mastercard|027|Platinum|e50cb987-9c0c-40fb-b0aa-ae3efc26d064|dd1bfbbd584ec050de73390fb60983dce9f2f2f02e5ad92b34f640022356993b
502049667657|Diners Club / Carte Blanche|209|Classic|841c28e9-0860-4c89-9a71-061bfcfae3e5|e2ecea02e810683f94a274162adf6649fd381bc4cf0e30b63673f57a4cfe4e90
4448568453785255243|JCB 16 digit|401|Platinum|c493e132-10e0-4b16-a415-6110a80de2dc|fc8cff40cf3a097089b43f9ca447e506277353685cd53e0e54974c115033257b
6011279708025485|JCB 16 digit|280|Classic|fd5a0e45-f001-4f7b-999e-9b1ce1b9a2ef|58068c1960e3692a6ded30b9c5f357e19154e64f4ed34fc9d7a95b10e2c5390c
3597938797684382|Mastercard|135|Gold|f7f19da3-e2cd-4129-8b4f-ad892a276437|3168f0cea6a0d0e490f1dc317e18898b69726b31f50d87bb603e09ced69ac331
4767571153684902|JCB 16 digit|747|Gold|25f73234-ae15-4657-be1c-7efd49238fc6|2afa11b305691fcaab7afe9bd157f4f5951621e818704be3f7149a419edb2550
4213037034273562|Mastercard|620|Classic|e0eea193-a2c5-4fc6-960b-2ac8778f3c8e|089723cad463397b8ca58367c25b1d589d072a1a6be203d35041d7c3685b160d
3592939468837098|American Express|5000|Classic|c851111f-5d94-4c76-8554-9bb27438746f|0c54cd2639f80e9acc44d3ae5856e5029f5c4e9acf6ed1ea6d781cece24856e9
3504868452505105|VISA 16 digit|905|Classic|27564579-4995-4b99-97eb-d308b77862fb|202b559dd1491aadf2a13abf1c5508cc70dd3be93a87c3e2175813aea2be0139
4662322729842392|JCB 15 digit|309|Platinum|5708950a-50d0-48f0-a2bb-e56bcadb52c7|49b45e2dab65c51d05cb88fbdcef6c475f0cb12c79ec47d09b6fcba702e650be
213108750296679|Diners Club / Carte Blanche|573|Platinum|8867e7bf-b7c9-4534-8f99-f89c32d623f4|f181d876aad8cab4a305b205e598bf268300a5407fd5c9f808a95903770fe34e
348869848003827|JCB 15 digit|710|Gold|072ed47a-e67e-485d-a51a-85d749470366|6a766ebafbaebc566b260312aac77574545c9e57260e760c975dccc6a947a764
5125585872147755|VISA 16 digit|466|Gold|5e7d4adc-c94d-42d5-a70d-11d9631cdbb0|fd96c52aa6c3c465e0ec310abf6ed5ea566c6246f1740e56bcd19a88d3d3c05c
4070254252739669|American Express|473|Gold|503b33a3-840d-4787-a96a-1444a7ab7a5e|325253e3f69b54990d72190e6c1fb59bb11233ba63f0714af302159f4d1b2984
4673075891159873|JCB 16 digit|123|Classic|84d21c4c-2783-4476-b5df-b0fe3c8c770c|d484a233ebc1cdaf1a5bdf17b0789738a0aaf10f42076d1e6c0efdcabb833db9
503854842161|Mastercard|852|Gold|d0cdd07d-7192-491f-8850-925c04f1f7d3|b46a9953996b23303a9e47e2035465df04b5e04faea236868cb7affad7e256c6
4113695716979417|Maestro|298|Classic|593983a9-cf8c-4b4b-8ed7-d598b318049b|244eb80858549dd09aaf1ae3f0cb9097f6be0d54f93435464b5016492595f573
4232027775923183|VISA 16 digit|933|Classic|1c64773a-c34b-49e9-b088-a412a418c615|dae9aeea2b50d6288fca1136d61195f391dc36534149da70d1637a7f441447a7
5334787794612836|VISA 13 digit|160|Classic|d4e7d8ef-7361-4658-a405-1a113ade4da9|ee40b5a2c29b24b514e309fc0f54d1314edcb2bd3f4eb9cc5ebc72c3f1750f01
3508911596687417|American Express|4712|Classic|53b1b4f7-7478-4505-97bf-807c77f2569e|f5e1b61cf8760c82bbc9996b768e1a778d4b2177b33b8644958daa72d7e5e68b
4273697928897016506|Discover|633|Classic|ee248e1a-9ab6-488f-ad2b-41c4f2716d88|c15fbac95c93a3737fdce969bfa3e1abf56a86c83dd0ef5c987365d916367922
3508528610341860|American Express|653|Gold|30138ad1-c37d-48fc-9e89-a3657943a488|d1812bccd16c34e19b086dfdaa82b323ba1d9982f88a4d0b5b313335e9d2e0f7
6011624789935104|Mastercard|732|Gold|7ad0b052-85ce-429f-a872-e49edd331f5c|9249496ba82ed596ef397d66f6e56248c0063771294adb0d92c247e83cfc3bc6
4228617039082689|VISA 13 digit|312|Gold|1dd4bf88-c83e-4d9e-b9c9-8b9a1a5d1b0a|e5bf25e750560ac012e83e07d5804a0c1bc8cad265525e61151354af7ceb00a6
4423363107611884|JCB 16 digit|918|Classic|507c8beb-aa92-4e45-ae90-4266c6e6a1ee|2d746ae0f46d3b783f43ac57c0b6f7891da44f1ad166be2dd33907d5bac03e20
4604236521217556|JCB 16 digit|844|Gold|558513c6-ace6-4c73-af05-af1b0c45117d|b63ab846d82a67041a7f580d7ead4544604e340909c0ec27a09f6323c16f9f42
3541552291336121|JCB 16 digit|143|Classic|c5aa040f-229f-498a-87e2-af8355e74449|da3ffa7c1b0cf06cc9cc6a8402047b5d1f3db36a7eecb3a2264f30868efa8aa5
348657761908829|VISA 16 digit|903|Classic|a1c80aae-2056-408d-b938-2feefd3b76b6|a208b1db7271d063c0d65d56c4cfe35a0cb03b518358833278f863c32b33d154
4816535153950086450|VISA 19 digit|923|Platinum|461805d0-99aa-4da8-bcb6-ef22b9974e44|18af01850f34d845a6c60ce1660209367f2592f4195297ae8b9b8ef9a3b202cd
6011711771654817|VISA 13 digit|3451|Classic|9fc351bb-e697-42a7-90e5-aeee4941ceca|e3dfe82b7919125bb0e6f89d8e769bf663269b6a4132644072a1bffb68487a5f
3550420418500656|JCB 15 digit|675|Gold|1969ba4f-ab91-4ba8-b1a4-9b603bdec55c|21f6630dcb0443efbd3e6b55e0cf267b7ac7818569578a0e720485d7f80d050c
36719141791130|VISA 19 digit|148|Classic|e90eb9d3-0b18-46f8-947f-5ac1d975eb28|51c7b6c63b6287cd5af78658bbe875a24bed35cd75b847c9759b0dc1a116d56f
30331672874966|Discover|013|Gold|e3be9d0d-0f4e-4333-a7cc-54ff9c3d9aa8|fe6d4c41451e87fc87be06d91a5b476fef1cc8000dddd9c572903c9b1fca259a
180036534510140|Mastercard|235|Gold|02e26d19-c71c-4440-9d73-a925f30f454e|6e8d4fd8ae5a7e96f7bde81f0ea3b6581e4afeb9961bd93b639d3bcdcd426f6b
3592703594658483|Maestro|166|Classic|b4c4106a-2ebe-4741-858d-686f01d82762|d2b40a05060da63412d6cc6d822b61d6fa6c9edee504b3c71637f768a555cc9b
213158416238987|VISA 19 digit|030|Platinum|d82be76a-79ac-4c50-a50b-ed00cb23cccb|01f3dd85001e38bbe76294b708add57934b56d5f332ea420bb37e3c7c509f48e
3586576197190361|VISA 16 digit|759|Gold|ad8f3b31-78a2-451c-98f9-d1affc825a0a|9cddb67227e2973ff9dce10954a5f1a0619bf11da27208ddcd46661dd443cf22
213143505980921|Mastercard|031|Classic|da51383e-c28c-489c-9e3b-4e5b68bb10b8|a29a3066d247f7be156b51092135a60a69348eea56b14bd6ed5bc58f913bc1c1
4629836116512245|JCB 15 digit|395|Gold|27abb161-5595-415b-a7bc-60f3c89f582b|8817b5dbe91c2c0baa993b86fa6cef6a975402cdb36390e58880d473a85d21e5
4904452139123956|American Express|739|Platinum|fe7abc3d-94cb-4b38-81bf-506a877ab93f|0b11d2addef7739eab978e328c1884564a0bbfeadf56e950752153b1d593031a
639085100076|JCB 16 digit|708|Gold|3406ee44-2dc6-4158-9315-8030089553ab|9d11311fc26bb4e2f025ab24735e66e35a0fc1d1021f6e62b926ab5df32b9857
4530255028427632|VISA 16 digit|706|Classic|cc2c8cb6-a4de-4008-aba2-4fbd91926471|15077265f0c51c5737deb2fc35fd270931e4c30390537cc5750c4cbaae62298b
213127660807474|JCB 15 digit|399|Classic|a0dc6cd5-8704-428d-ba4e-3e843bf97d34|1e09375b84ca64e2d94a6c45dffc7be573b3fa16745df662d5440dd57972612f
3519468151567549|VISA 16 digit|833|Classic|5d96ca3b-4d5d-4d12-a68d-146a30daba41|ca8b35a014f7e213857d9d3085259b3d83fdf96803ba5c0a036ace1dc08c705f
566012186904|JCB 15 digit|923|Gold|43047dce-6ec2-4c7e-9230-aea1a8acdda8|69c5bf1635168cc46d959cf3c06a8714a20dafc2b069c44ac20c8b13a05c291f
180015215805839|Maestro|414|Platinum|5183e5e4-8ca1-48da-9e7b-22fea6f89309|f955efc5003aeb006ff23a8018eda71eb710b46c5b8f5ccd84e4c243ea4be12e
3571484923517527|Maestro|175|Gold|85f454b5-3308-420e-9ab0-cc484f838d1e|063bf1f2b51bd534d2eab7c9bae96ac98fdfdc75749e7a5781841caf74eb26aa
3500610696702161|VISA 16 digit|149|Gold|ce28cd6f-f6f2-4981-80a8-16dbcc84d458|994ca2df4ab7b183f28e089aeaf0e93ba9bda94f62e9d1742e18cd87dbf52503
4658849268318638|VISA 16 digit|840|Platinum|9a634751-dcd9-4450-98ad-eb3a07ccda6a|efbc685a01d5aeffef35554b55bdd74c64bbbd1030172c831ba96828e599f7ea
4552782974670586607|JCB 15 digit|649|Gold|239b5ec1-8a04-4b67-b16e-e807a7f20e59|e2bbc15fbf102bbc006e8b053d25c538d63df5a453740d251b51f7f681290e4b
2255677725662798|JCB 16 digit|302|Platinum|8309ff6a-7d7a-4ed4-8b72-a24a5e5342db|f451b7a021510704a21293ab435d13f8c68c4cdc66137adf7a61c7f9f1026996
4856814766467816|JCB 16 digit|500|Platinum|374fec8b-89c6-4839-98ee-73cdf07b8ab1|c19d78b3c783884668e86dad9dcec31ba81c29c3e6c69744daa05c3ad297d1d2
341233428002641|VISA 13 digit|630|Platinum|5d81903e-4a99-46cc-9a72-4739f6d09933|fad6dd22031f4e4cb052ad2446255fb470e67a16e782329b6a2bd71f8089307e
4048199085604805|JCB 16 digit|995|Classic|acaf2407-4a91-4098-ba04-92b083650811|2580f72c845bfac476bb69da40dbb135b0335465dcd8ae14e8b92113a23e4fae
213141416294705|JCB 15 digit|1401|Classic|090b62a1-6715-4261-9dfd-b6e9ca164c98|1659a4193e79d9c431a976566197c433e2f565c0e5a4d48dadc52efd88182021
4357013631643|JCB 15 digit|197|Gold|6386353e-3279-493e-9aa5-578f5d749776|9fbb0c386f0b20b679eb0e8ab8dca6af0795e607e6372cec816359ad162547f5
6011729995133152|VISA 16 digit|256|Platinum|f5707784-476d-4f51-a969-56f28c554444|e26062545f2d7682aac9ad2f5e1960cdae3f512a8282d420211f23178ececf3c
30588837303054|VISA 16 digit|238|Gold|a50c028d-0528-4f99-bbee-9ffaf3fbe099|30cb8242b94460416a212f6b5b1166380a3b67afb3c68c80946433183072eece
4354118083739|VISA 16 digit|848|Classic|085b8b62-85a9-4dc4-81ac-4a64f1542090|80da9ace58f8f17efff9e6f703e4806d5fbfb88415a1b81d79bdeb23a46e9151
4353177082190738|VISA 13 digit|544|Platinum|4812e08c-5215-48cb-bd3e-bcad775dfc62|c25bcf01480f3d94b434359a9c13c7fbb00bd59d37d14a7bd1fac86a8879c540
343351312292306|VISA 19 digit|858|Gold|3334f11a-c6a1-4e26-9251-bf2b86fdd64f|ccb8b7c9f49b292ea8ea91428b49adbccd6e5f0b0ede12d84d98ab90b504fbd2
6507997114114905|JCB 16 digit|820|Platinum|32e55623-409b-41da-9686-e772ed05e058|b38791649902b1e6c5bb4fbb65344f0e32f3acfc162096d3fe8a3d4b7d32b618
3510010600898486|Discover|248|Gold|b55235fb-3c84-424c-bc78-ee8a126f9fba|54399babb32f76da552b3905ec40004dff8aef7ec2179a03ac49c4522e4c6e7a
3553706546964013|Discover|315|Junior|982126b6-f57b-4028-bcb5-f0a377abeefd|b02b01b9cb497a8fe53323ce0af116d16d090ac9cf750dd004a6767d73b4d5a5
675941108903|JCB 16 digit|953|Platinum|9524515b-f0f1-47fd-8cb6-97d3995e92d7|82e0973a0848b14cab6ba905d2621a73d09587f2942d16df991a770eb67cfe72
060426524496|VISA 19 digit|9996|Gold|d14a8fa2-5e42-4f28-8239-d63f85d6e8fd|97a652cb899b31a3df933c7ea0ad5698e72ec3e8cb009d72749e0a56460c7d8a
30065930539652|Mastercard|192|Classic|7d7e4d51-d64a-42b0-8fc3-7efc201bf6fa|386d46b48066acf24604859121cb536bfc486e6bd5fb3e7269102b698e6c3204
6560347275047607|Diners Club / Carte Blanche|416|Platinum|a4e40b23-2882-4ad0-834b-4df2541a1672|03345d098674038d78eeb88c1b954a96b5a816903c33c9f7c9e6c7de4c129392
4486548579656912|Diners Club / Carte Blanche|042|Gold|5a15bb94-6e1d-4da6-8d97-18abb43932e1|44f362ed4db7377e7c0c80b2e2088515bafea403dee8bcd0a8d28725a4f6347d
180077249636911|JCB 16 digit|945|Gold|92586473-65dc-47a5-bcdf-94be5216dfe9|6d567c0702831b1914f97d8a69187874b94d1c68c7da92765e5824475d5eea53
4544505474653|VISA 16 digit|979|Gold|2959b96b-1b98-4dbe-a444-d4a1b26baaf7|db71d5e36c9fd956963f6d5253317d24ed5083319c5e29b05eb33c7c82a9c646
2296152647472230|JCB 16 digit|203|Platinum|125f9471-af30-43d1-95ac-8c39a4396f14|3924cbbbb189e9a1754ca4684b78fc4049641a7f362234fc5bea6cdc8eb98bfd
3547997284525343|VISA 19 digit|961|Classic|0c823a13-f7c7-4b32-8fe8-3d89ad219d63|2f218e24260fb2bd1ee8b1607cfbdd2ae8bdb11ad72ec5c85eb5117cf60bea80
4587962001604739|VISA 13 digit|431|Platinum|72e7225c-ee36-400d-92a8-0de5839e6997|a5fdca5d070e9bba1982f9b933301b4eb3b38fc9f87568c40fb132f8eed5650d
2282461823597959|VISA 16 digit|057|Classic|f9a3984d-f21d-4ed0-b298-843deb4382ba|4c711179ea73de854ae551b7f16f755d17fba2eaaa24f89a8f862a273448ae1b
6011833306644921|JCB 16 digit|4511|Classic|327c7dc1-93da-46e1-9096-9dd0faf1ad57|a2bb2464165b03c18f0e97fca1d1028fa8a23a08bbb5b4762ab90c1e6fa11ac2
